line_no,raw_line,time_raw,time,module,level,pid,tid,client_ip,client_port,error_code,message,parse_status,record_type,parse_note
474,[Tue Jul 15 21:42:16.151548 2025] [proxy:warn] [pid 4214:tid 139857456248576] [client 169.211.232.182:52294] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.2/scripts/setup.php,Tue Jul 15 21:42:16.151548 2025,2025-07-15 21:42:16.151548,proxy,warn,4214,139857456248576,169.211.232.182,52294,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
475,[Tue Jul 15 21:42:16.165725 2025] [proxy:warn] [pid 4214:tid 139857439463168] [client 169.211.232.182:52462] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,Tue Jul 15 21:42:16.165725 2025,2025-07-15 21:42:16.165725,proxy,warn,4214,139857439463168,169.211.232.182,52462,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
476,[Tue Jul 15 21:42:16.179154 2025] [proxy:warn] [pid 3967:tid 139857992922880] [client 169.211.232.182:52476] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,Tue Jul 15 21:42:16.179154 2025,2025-07-15 21:42:16.179154,proxy,warn,3967,139857992922880,169.211.232.182,52476,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,SUCCESS,STANDARD_HEADER,
477,[Tue Jul 15 21:42:16.197050 2025] [proxy:warn] [pid 4214:tid 139857078773504] [client 169.211.232.182:52490] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,Tue Jul 15 21:42:16.197050 2025,2025-07-15 21:42:16.197050,proxy,warn,4214,139857078773504,169.211.232.182,52490,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
478,[Tue Jul 15 21:42:16.210507 2025] [proxy:warn] [pid 3969:tid 139858152515328] [client 169.211.232.182:52536] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlmanager/scripts/setup.php,Tue Jul 15 21:42:16.210507 2025,2025-07-15 21:42:16.210507,proxy,warn,3969,139858152515328,169.211.232.182,52536,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlmanager/scripts/setup.php,SUCCESS,STANDARD_HEADER,
479,[Tue Jul 15 21:42:16.222646 2025] [proxy:warn] [pid 3968:tid 139857145882368] [client 169.211.232.182:52564] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,Tue Jul 15 21:42:16.222646 2025,2025-07-15 21:42:16.222646,proxy,warn,3968,139857145882368,169.211.232.182,52564,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
480,[Tue Jul 15 21:42:16.240521 2025] [proxy:warn] [pid 3968:tid 139857129096960] [client 169.211.232.182:52588] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql/scripts/setup.php,Tue Jul 15 21:42:16.240521 2025,2025-07-15 21:42:16.240521,proxy,warn,3968,139857129096960,169.211.232.182,52588,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql/scripts/setup.php,SUCCESS,STANDARD_HEADER,
481,[Tue Jul 15 21:42:16.255078 2025] [proxy:warn] [pid 3968:tid 139857112311552] [client 169.211.232.182:52618] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,Tue Jul 15 21:42:16.255078 2025,2025-07-15 21:42:16.255078,proxy,warn,3968,139857112311552,169.211.232.182,52618,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
482,[Tue Jul 15 21:42:16.268905 2025] [proxy:warn] [pid 3968:tid 139857020057344] [client 169.211.232.182:52642] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,Tue Jul 15 21:42:16.268905 2025,2025-07-15 21:42:16.268905,proxy,warn,3968,139857020057344,169.211.232.182,52642,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
483,[Tue Jul 15 21:42:16.285889 2025] [proxy:warn] [pid 3968:tid 139857003271936] [client 169.211.232.182:52676] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /web/phpMyAdmin/scripts/setup.php,Tue Jul 15 21:42:16.285889 2025,2025-07-15 21:42:16.285889,proxy,warn,3968,139857003271936,169.211.232.182,52676,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /web/phpMyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
484,[Tue Jul 15 21:42:16.306234 2025] [proxy:warn] [pid 3968:tid 139858160908032] [client 169.211.232.182:52744] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,Tue Jul 15 21:42:16.306234 2025,2025-07-15 21:42:16.306234,proxy,warn,3968,139858160908032,169.211.232.182,52744,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
485,[Tue Jul 15 21:42:16.328915 2025] [proxy:warn] [pid 4214:tid 139857061988096] [client 169.211.232.182:52870] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,Tue Jul 15 21:42:16.328915 2025,2025-07-15 21:42:16.328915,proxy,warn,4214,139857061988096,169.211.232.182,52870,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,SUCCESS,STANDARD_HEADER,
486,[Tue Jul 15 21:42:16.356865 2025] [proxy:warn] [pid 3969:tid 139858135729920] [client 169.211.232.182:52990] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,Tue Jul 15 21:42:16.356865 2025,2025-07-15 21:42:16.356865,proxy,warn,3969,139858135729920,169.211.232.182,52990,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
487,[Tue Jul 15 21:42:16.372176 2025] [proxy:warn] [pid 3969:tid 139858118944512] [client 169.211.232.182:53112] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,Tue Jul 15 21:42:16.372176 2025,2025-07-15 21:42:16.372176,proxy,warn,3969,139858118944512,169.211.232.182,53112,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,SUCCESS,STANDARD_HEADER,
488,[Tue Jul 15 21:42:16.457859 2025] [proxy:warn] [pid 4214:tid 139858152515328] [client 169.211.232.182:53342] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,Tue Jul 15 21:42:16.457859 2025,2025-07-15 21:42:16.457859,proxy,warn,4214,139858152515328,169.211.232.182,53342,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,SUCCESS,STANDARD_HEADER,
489,[Tue Jul 15 21:42:16.493379 2025] [proxy:warn] [pid 4214:tid 139858135729920] [client 169.211.232.182:53810] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,Tue Jul 15 21:42:16.493379 2025,2025-07-15 21:42:16.493379,proxy,warn,4214,139858135729920,169.211.232.182,53810,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,SUCCESS,STANDARD_HEADER,
490,[Tue Jul 15 21:42:16.546475 2025] [proxy:warn] [pid 3967:tid 139858026493696] [client 169.211.232.182:54054] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,Tue Jul 15 21:42:16.546475 2025,2025-07-15 21:42:16.546475,proxy,warn,3967,139858026493696,169.211.232.182,54054,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
491,[Tue Jul 15 21:42:16.784845 2025] [proxy:warn] [pid 3967:tid 139857816938240] [client 169.211.232.182:54196] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,Tue Jul 15 21:42:16.784845 2025,2025-07-15 21:42:16.784845,proxy,warn,3967,139857816938240,169.211.232.182,54196,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
492,[Tue Jul 15 21:42:16.830594 2025] [proxy:warn] [pid 4214:tid 139858118944512] [client 169.211.232.182:54642] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /webadmin/scripts/setup.php,Tue Jul 15 21:42:16.830594 2025,2025-07-15 21:42:16.830594,proxy,warn,4214,139858118944512,169.211.232.182,54642,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /webadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
493,[Thu Jul 17 04:27:27.338710 2025] [core:error] [pid 4214:tid 139858144122624] [client 146.251.200.122:13434] AH00126: Invalid URI in request GET /../../../../../mnt/mtd/Config/Account1 HTTP/1.0,Thu Jul 17 04:27:27.338710 2025,2025-07-17 04:27:27.338710,core,error,4214,139858144122624,146.251.200.122,13434,AH00126,AH00126: Invalid URI in request GET /../../../../../mnt/mtd/Config/Account1 HTTP/1.0,SUCCESS,STANDARD_HEADER,
494,[Thu Jul 17 04:27:28.076816 2025] [core:error] [pid 3968:tid 139858144122624] [client 146.251.200.122:12962] AH00126: Invalid URI in request GET /../../../../../etc/passwd HTTP/1.0,Thu Jul 17 04:27:28.076816 2025,2025-07-17 04:27:28.076816,core,error,3968,139858144122624,146.251.200.122,12962,AH00126,AH00126: Invalid URI in request GET /../../../../../etc/passwd HTTP/1.0,SUCCESS,STANDARD_HEADER,
495,[Thu Jul 17 10:28:51.111528 2025] [proxy:warn] [pid 4214:tid 139858110551808] [client 80.82.70.133:60000] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Thu Jul 17 10:28:51.111528 2025,2025-07-17 10:28:51.111528,proxy,warn,4214,139858110551808,80.82.70.133,60000,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
496,[Thu Jul 17 20:59:44.446325 2025] [proxy:error] [pid 4214:tid 139857590466304] (70008)Partial results are valid but processing is incomplete: [client 77.221.151.232:35810] AH01095: prefetch request body failed to 114.70.38.81:5000 (dse.swu.ac.kr) from 77.221.151.232 (),Thu Jul 17 20:59:44.446325 2025,2025-07-17 20:59:44.446325,proxy,error,4214,139857590466304,,,AH01095,(70008)Partial results are valid but processing is incomplete: [client 77.221.151.232:35810] AH01095: prefetch request body failed to 114.70.38.81:5000 (dse.swu.ac.kr) from 77.221.151.232 (),SUCCESS,STANDARD_HEADER,
497,[Fri Jul 18 08:15:54.015099 2025] [proxy:warn] [pid 3968:tid 139857875687168] [client 77.83.240.4:61001] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Fri Jul 18 08:15:54.015099 2025,2025-07-18 08:15:54.015099,proxy,warn,3968,139857875687168,77.83.240.4,61001,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
498,[Fri Jul 18 17:34:36.489848 2025] [proxy:warn] [pid 4214:tid 139857473033984] [client 77.83.240.4:61001] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Fri Jul 18 17:34:36.489848 2025,2025-07-18 17:34:36.489848,proxy,warn,4214,139857473033984,77.83.240.4,61001,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
499,[Fri Jul 18 18:40:23.328935 2025] [proxy:warn] [pid 3968:tid 139858127337216] [client 172.232.232.179:46000] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Fri Jul 18 18:40:23.328935 2025,2025-07-18 18:40:23.328935,proxy,warn,3968,139858127337216,172.232.232.179,46000,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
500,[Fri Jul 18 18:40:23.643539 2025] [proxy:warn] [pid 4214:tid 139858144122624] [client 172.232.232.179:46048] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Fri Jul 18 18:40:23.643539 2025,2025-07-18 18:40:23.643539,proxy,warn,4214,139858144122624,172.232.232.179,46048,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
501,[Fri Jul 18 18:40:34.411020 2025] [proxy:warn] [pid 4214:tid 139858127337216] [client 172.232.232.179:54308] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Fri Jul 18 18:40:34.411020 2025,2025-07-18 18:40:34.411020,proxy,warn,4214,139858127337216,172.232.232.179,54308,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
502,[Fri Jul 18 23:04:04.961833 2025] [proxy:warn] [pid 3968:tid 139856994879232] [client 47.83.14.24:34616] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /web/phpMyAdmin/scripts/setup.php,Fri Jul 18 23:04:04.961833 2025,2025-07-18 23:04:04.961833,proxy,warn,3968,139856994879232,47.83.14.24,34616,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /web/phpMyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
503,[Fri Jul 18 23:04:05.081882 2025] [proxy:warn] [pid 4214:tid 139857070380800] [client 47.83.14.24:34620] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,Fri Jul 18 23:04:05.081882 2025,2025-07-18 23:04:05.081882,proxy,warn,4214,139857070380800,47.83.14.24,34620,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
504,[Fri Jul 18 23:04:05.247452 2025] [proxy:warn] [pid 3969:tid 139858085373696] [client 47.83.14.24:34622] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlmanager/scripts/setup.php,Fri Jul 18 23:04:05.247452 2025,2025-07-18 23:04:05.247452,proxy,warn,3969,139858085373696,47.83.14.24,34622,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlmanager/scripts/setup.php,SUCCESS,STANDARD_HEADER,
505,[Fri Jul 18 23:04:05.401477 2025] [proxy:warn] [pid 3967:tid 139857816938240] [client 47.83.14.24:34630] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,Fri Jul 18 23:04:05.401477 2025,2025-07-18 23:04:05.401477,proxy,warn,3967,139857816938240,47.83.14.24,34630,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
506,[Fri Jul 18 23:04:05.588193 2025] [proxy:warn] [pid 3968:tid 139857892472576] [client 47.83.14.24:34634] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,Fri Jul 18 23:04:05.588193 2025,2025-07-18 23:04:05.588193,proxy,warn,3968,139857892472576,47.83.14.24,34634,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,SUCCESS,STANDARD_HEADER,
507,[Fri Jul 18 23:04:05.784118 2025] [proxy:warn] [pid 4214:tid 139858160908032] [client 47.83.14.24:34636] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,Fri Jul 18 23:04:05.784118 2025,2025-07-18 23:04:05.784118,proxy,warn,4214,139858160908032,47.83.14.24,34636,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
508,[Fri Jul 18 23:04:05.978354 2025] [proxy:warn] [pid 4214:tid 139858144122624] [client 47.83.14.24:34646] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /admin/scripts/setup.php,Fri Jul 18 23:04:05.978354 2025,2025-07-18 23:04:05.978354,proxy,warn,4214,139858144122624,47.83.14.24,34646,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /admin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
509,[Fri Jul 18 23:04:06.168518 2025] [proxy:warn] [pid 4214:tid 139858127337216] [client 47.83.14.24:34660] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,Fri Jul 18 23:04:06.168518 2025,2025-07-18 23:04:06.168518,proxy,warn,4214,139858127337216,47.83.14.24,34660,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,SUCCESS,STANDARD_HEADER,
510,[Fri Jul 18 23:04:06.287482 2025] [proxy:warn] [pid 3968:tid 139858152515328] [client 47.83.14.24:34664] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /_phpMyAdmin/scripts/setup.php,Fri Jul 18 23:04:06.287482 2025,2025-07-18 23:04:06.287482,proxy,warn,3968,139858152515328,47.83.14.24,34664,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /_phpMyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
511,[Fri Jul 18 23:04:06.408427 2025] [proxy:warn] [pid 3968:tid 139858135729920] [client 47.83.14.24:34670] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,Fri Jul 18 23:04:06.408427 2025,2025-07-18 23:04:06.408427,proxy,warn,3968,139858135729920,47.83.14.24,34670,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
512,[Fri Jul 18 23:04:06.524574 2025] [proxy:warn] [pid 3968:tid 139858110551808] [client 47.83.14.24:34684] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /webadmin/scripts/setup.php,Fri Jul 18 23:04:06.524574 2025,2025-07-18 23:04:06.524574,proxy,warn,3968,139858110551808,47.83.14.24,34684,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /webadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
513,[Fri Jul 18 23:04:06.644181 2025] [proxy:warn] [pid 4214:tid 139858110551808] [client 47.83.14.24:34688] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,Fri Jul 18 23:04:06.644181 2025,2025-07-18 23:04:06.644181,proxy,warn,4214,139858110551808,47.83.14.24,34688,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,SUCCESS,STANDARD_HEADER,
514,[Fri Jul 18 23:04:06.797419 2025] [proxy:warn] [pid 3968:tid 139857875687168] [client 47.83.14.24:34696] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,Fri Jul 18 23:04:06.797419 2025,2025-07-18 23:04:06.797419,proxy,warn,3968,139857875687168,47.83.14.24,34696,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
515,[Fri Jul 18 23:04:06.990170 2025] [proxy:warn] [pid 4214:tid 139857615644416] [client 47.83.14.24:34708] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpma/scripts/setup.php,Fri Jul 18 23:04:06.990170 2025,2025-07-18 23:04:06.990170,proxy,warn,4214,139857615644416,47.83.14.24,34708,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpma/scripts/setup.php,SUCCESS,STANDARD_HEADER,
516,[Fri Jul 18 23:04:07.143838 2025] [proxy:warn] [pid 3969:tid 139858068588288] [client 47.83.14.24:34716] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,Fri Jul 18 23:04:07.143838 2025,2025-07-18 23:04:07.143838,proxy,warn,3969,139858068588288,47.83.14.24,34716,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,SUCCESS,STANDARD_HEADER,
517,[Fri Jul 18 23:04:07.259920 2025] [proxy:warn] [pid 3969:tid 139858051802880] [client 47.83.14.24:34720] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,Fri Jul 18 23:04:07.259920 2025,2025-07-18 23:04:07.259920,proxy,warn,3969,139858051802880,47.83.14.24,34720,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
518,[Fri Jul 18 23:04:07.376589 2025] [proxy:warn] [pid 3968:tid 139857858901760] [client 47.83.14.24:34728] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.2/scripts/setup.php,Fri Jul 18 23:04:07.376589 2025,2025-07-18 23:04:07.376589,proxy,warn,3968,139857858901760,47.83.14.24,34728,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
519,[Fri Jul 18 23:04:07.496293 2025] [proxy:warn] [pid 4214:tid 139857607251712] [client 47.83.14.24:34732] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /SQL/scripts/setup.php,Fri Jul 18 23:04:07.496293 2025,2025-07-18 23:04:07.496293,proxy,warn,4214,139857607251712,47.83.14.24,34732,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /SQL/scripts/setup.php,SUCCESS,STANDARD_HEADER,
520,[Fri Jul 18 23:04:07.702665 2025] [proxy:warn] [pid 3967:tid 139857800152832] [client 47.83.14.24:34738] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /db/scripts/setup.php,Fri Jul 18 23:04:07.702665 2025,2025-07-18 23:04:07.702665,proxy,warn,3967,139857800152832,47.83.14.24,34738,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /db/scripts/setup.php,SUCCESS,STANDARD_HEADER,
521,[Fri Jul 18 23:04:07.926692 2025] [proxy:warn] [pid 4214:tid 139857598859008] [client 47.83.14.24:34756] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,Fri Jul 18 23:04:07.926692 2025,2025-07-18 23:04:07.926692,proxy,warn,4214,139857598859008,47.83.14.24,34756,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
